id,date,store_nbr,item_nbr,unit_sales,onpromotion
436,2024-06-27,2,2,9.11,0
437,2024-06-27,2,3,7.66,0
438,2024-06-27,2,4,12.25,0
439,2024-06-27,2,5,7.04,0
440,2024-06-27,2,6,6.17,0
441,2024-06-27,2,7,11.31,0
442,2024-06-27,2,8,12.76,1
443,2024-06-27,2,9,8.46,0
444,2024-06-27,2,10,9.07,0
445,2024-06-27,2,11,5.66,0
446,2024-06-27,2,12,6.73,0
447,2024-06-27,2,13,7.36,0
448,2024-06-27,2,14,5.71,0
449,2024-06-27,3,1,11.05,0
450,2024-06-27,3,2,9.97,0
451,2024-06-27,3,3,7.19,0
452,2024-06-27,3,4,13.67,1
453,2024-06-27,3,5,6.84,0
454,2024-06-27,3,6,5.6,0
455,2024-06-27,3,7,11.8,0
456,2024-06-27,3,8,15.86,1
457,2024-06-27,3,9,9.23,0
458,2024-06-27,3,10,7.27,1
459,2024-06-27,3,11,4.14,0
460,2024-06-27,3,12,7.57,1
461,2024-06-27,3,13,9.82,0
462,2024-06-27,3,14,2.71,0
463,2024-06-29,1,1,14.37,0
464,2024-06-29,1,2,12.85,1
465,2024-06-29,1,3,7.55,0
466,2024-06-29,1,4,14.47,0
467,2024-06-29,1,5,9.34,1
468,2024-06-29,1,6,11.12,0
469,2024-06-29,1,7,11.88,0
470,2024-06-29,1,8,7.71,0
471,2024-06-29,1,9,9.41,0
472,2024-06-29,1,10,7.21,0
473,2024-06-29,1,11,13.04,1
474,2024-06-29,1,12,9.45,0
475,2024-06-29,1,13,11.46,0
476,2024-06-29,1,14,6.17,0
477,2024-06-29,2,1,8.68,0
478,2024-06-29,2,2,11.63,0
479,2024-06-29,2,3,14.15,1
480,2024-06-29,2,4,9.63,0
481,2024-06-29,2,5,7.3,0
482,2024-06-29,2,6,10.2,0
483,2024-06-29,2,7,6.42,0
484,2024-06-29,2,8,5.63,0
485,2024-06-29,2,9,6.71,0
486,2024-06-29,2,10,7.3,0
487,2024-06-29,2,11,8.94,0
488,2024-06-29,2,12,9.87,0
489,2024-06-29,2,13,4.39,0
490,2024-06-29,2,14,7.17,0
491,2024-06-29,3,1,13.61,0
492,2024-06-29,3,2,10.47,0
493,2024-06-29,3,3,12.76,0
494,2024-06-29,3,4,10.99,0
495,2024-06-29,3,5,6.61,0
496,2024-06-29,3,6,9.32,0
497,2024-06-29,3,7,10.05,0
498,2024-06-29,3,8,14.66,0
499,2024-06-29,3,9,14.44,0
500,2024-06-29,3,10,6.81,0
501,2024-06-29,3,11,9.1,0
502,2024-06-29,3,12,11.26,1
503,2024-06-29,3,13,5.13,0
504,2024-06-29,3,14,4.95,0
505,2024-07-01,1,1,13.26,0
506,2024-07-01,1,2,11.71,0
507,2024-07-01,1,3,12.07,1
508,2024-07-01,1,4,13.01,0
509,2024-07-01,1,5,9.83,0
510,2024-07-01,1,6,10.57,0
511,2024-07-01,1,7,11.74,1
512,2024-07-01,1,8,14.07,0
513,2024-07-01,1,9,14.57,0
514,2024-07-01,1,10,10.79,0
515,2024-07-01,1,11,7.95,0
516,2024-07-01,1,12,11.01,0
517,2024-07-01,1,13,10.7,0
518,2024-07-01,1,14,3.23,0
519,2024-07-01,2,1,6.8,0
520,2024-07-01,2,2,8.41,0
521,2024-07-01,2,3,9.75,0
522,2024-07-01,2,4,13.19,0
523,2024-07-01,2,5,11.8,1
524,2024-07-01,2,6,12.19,0
525,2024-07-01,2,7,8.94,0
526,2024-07-01,2,8,11.24,0
527,2024-07-01,2,9,7.62,0
528,2024-07-01,2,10,5.39,1
529,2024-07-01,2,11,5.38,0
530,2024-07-01,2,12,6.64,0
531,2024-07-01,2,13,9.61,0
532,2024-07-01,2,14,5.57,1
533,2024-07-01,3,1,7.91,0
534,2024-07-01,3,2,13.52,0
535,2024-07-01,3,3,11.23,0
536,2024-07-01,3,4,9.92,0
537,2024-07-01,3,5,6.96,0
538,2024-07-01,3,6,11.5,0
539,2024-07-01,3,7,9.03,0
540,2024-07-01,3,8,7.93,0
541,2024-07-01,3,9,10.2,0
542,2024-07-01,3,10,5.11,1
543,2024-07-01,3,11,6.86,0
544,2024-07-01,3,12,6.46,0
545,2024-07-01,3,13,11.82,1
546,2024-07-01,3,14,3.47,0
547,2024-07-03,1,1,9.19,0
548,2024-07-03,1,2,7.67,0
549,2024-07-03,1,3,9.88,0
550,2024-07-03,1,4,7.9,0
551,2024-07-03,1,5,11.57,0
552,2024-07-03,1,6,12.12,0
553,2024-07-03,1,7,10.68,0
554,2024-07-03,1,8,15.56,0
555,2024-07-03,1,9,10.44,0
556,2024-07-03,1,10,9.62,0
557,2024-07-03,1,11,8.95,0
558,2024-07-03,1,12,9.49,0
559,2024-07-03,1,13,6.97,0
560,2024-07-03,1,14,7.46,1
561,2024-07-03,2,1,9.59,0
562,2024-07-03,2,2,12.59,1
563,2024-07-03,2,3,12.44,0
564,2024-07-03,2,4,13.41,0
565,2024-07-03,2,5,7.97,1
566,2024-07-03,2,6,6.72,0
567,2024-07-03,2,7,8.66,0
568,2024-07-03,2,8,8.39,0
569,2024-07-03,2,9,7.77,0
570,2024-07-03,2,10,6.16,0
571,2024-07-03,2,11,7.22,0
572,2024-07-03,2,12,5.98,0
573,2024-07-03,2,13,9.11,0
574,2024-07-03,2,14,6.04,1
575,2024-07-03,3,1,10.73,0
576,2024-07-03,3,2,10.53,0
577,2024-07-03,3,3,11.09,0
578,2024-07-03,3,4,16.14,1
579,2024-07-03,3,5,15.28,1
580,2024-07-03,3,6,6.44,0
581,2024-07-03,3,7,7.08,0
582,2024-07-03,3,8,12.99,0
583,2024-07-03,3,9,12.23,0
584,2024-07-03,3,10,6.61,0
585,2024-07-03,3,11,7.59,0
586,2024-07-03,3,12,6.89,0
587,2024-07-03,3,13,9.07,0
588,2024-07-03,3,14,4.78,0
589,2024-07-05,1,1,8.6,0
590,2024-07-05,1,2,9.26,0
591,2024-07-05,1,3,8.46,0
592,2024-07-05,1,4,14.67,0
593,2024-07-05,1,5,9.71,0
594,2024-07-05,1,6,16.02,0
595,2024-07-05,1,7,15.41,0
596,2024-07-05,1,8,12.73,0
597,2024-07-05,1,9,10.66,0
598,2024-07-05,1,10,9.23,0
599,2024-07-05,1,11,10.17,0
600,2024-07-05,1,12,7.19,0
601,2024-07-05,1,13,8.5,0
602,2024-07-05,1,14,7.74,1
603,2024-07-05,2,1,12.21,0
604,2024-07-05,2,2,8.83,0
605,2024-07-05,2,3,12.07,0
606,2024-07-05,2,4,8.21,0
607,2024-07-05,2,5,13.18,0
608,2024-07-05,2,6,11.57,0
609,2024-07-05,2,7,13.14,0
610,2024-07-05,2,8,13.64,0
611,2024-07-05,2,9,7.56,0
612,2024-07-05,2,10,9.61,0
613,2024-07-05,2,11,4.12,0
614,2024-07-05,2,12,5.81,0
615,2024-07-05,2,13,6.21,0
616,2024-07-05,2,14,4.68,0
617,2024-07-05,3,1,7.25,0
618,2024-07-05,3,2,8.02,0
619,2024-07-05,3,3,11.66,0
620,2024-07-05,3,4,12.6,0
621,2024-07-05,3,5,12.5,0
622,2024-07-05,3,6,9.02,1
623,2024-07-05,3,7,8.66,0
624,2024-07-05,3,8,12.51,0
625,2024-07-05,3,9,8.47,0
626,2024-07-05,3,10,10.38,1
627,2024-07-05,3,11,5.07,0
628,2024-07-05,3,12,10.43,0
629,2024-07-05,3,13,7.24,0
630,2024-07-05,3,14,6.25,0
631,2024-07-09,1,1,8.39,0
632,2024-07-09,1,2,11.13,0
633,2024-07-09,1,3,10.22,0
634,2024-07-09,1,4,8.76,0
635,2024-07-09,1,5,15.02,0
636,2024-07-09,1,6,7.69,0
637,2024-07-09,1,7,6.71,0
638,2024-07-09,1,8,7.89,0
639,2024-07-09,1,9,11.63,0
640,2024-07-09,1,10,5.88,0
641,2024-07-09,1,11,9.9,0
642,2024-07-09,1,12,5.6,0
643,2024-07-09,1,13,10.38,0
644,2024-07-09,1,14,6.21,0
645,2024-07-09,2,1,5.96,0
646,2024-07-09,2,2,15.58,1
647,2024-07-09,2,3,13.33,0
648,2024-07-09,2,4,11.65,0
649,2024-07-09,2,5,9.25,0
650,2024-07-09,2,6,13.09,0
651,2024-07-09,2,7,8.27,0
652,2024-07-09,2,8,10.02,0
653,2024-07-09,2,9,6.47,0
654,2024-07-09,2,10,6.49,1
655,2024-07-09,2,11,4.19,0
656,2024-07-09,2,12,8.04,0
657,2024-07-09,2,13,5.47,0
658,2024-07-09,2,14,7.14,1
659,2024-07-09,3,1,11.83,0
660,2024-07-09,3,2,6.59,0
661,2024-07-09,3,3,7.52,0
662,2024-07-09,3,4,6.58,0
663,2024-07-09,3,5,9.33,0
664,2024-07-09,3,6,6.85,0
665,2024-07-09,3,7,8.71,0
666,2024-07-09,3,8,10.13,0
667,2024-07-09,3,9,8.54,0
668,2024-07-09,3,10,6.14,0
669,2024-07-09,3,11,5.88,0
670,2024-07-09,3,12,7.99,0
671,2024-07-09,3,13,8.71,0
672,2024-07-09,3,14,5.99,0
673,2024-07-11,1,1,10.74,0
674,2024-07-11,1,2,11.35,0
675,2024-07-11,1,3,9.18,0
676,2024-07-11,1,4,10.89,0
677,2024-07-11,1,5,11.96,0
678,2024-07-11,1,6,12.79,0
679,2024-07-11,1,7,14.98,0
680,2024-07-11,1,8,9.57,0
681,2024-07-11,1,9,12.35,0
682,2024-07-11,1,10,9.68,0
683,2024-07-11,1,11,8.57,0
684,2024-07-11,1,12,4.81,0
685,2024-07-11,1,13,12.96,0
686,2024-07-11,1,14,5.77,0
687,2024-07-11,2,1,7.82,0
688,2024-07-11,2,2,8.29,0
689,2024-07-11,2,3,8.4,0
690,2024-07-11,2,4,7.06,0
691,2024-07-11,2,5,9.88,0
692,2024-07-11,2,6,7.93,0
693,2024-07-11,2,7,7.63,0
694,2024-07-11,2,8,10.43,0
695,2024-07-11,2,9,6.64,0
696,2024-07-11,2,10,7.56,0
697,2024-07-11,2,11,8.15,0
698,2024-07-11,2,12,8.88,0
699,2024-07-11,2,13,5.33,0
700,2024-07-11,2,14,4.42,0
701,2024-07-11,3,1,12.37,1
702,2024-07-11,3,2,12.74,0
703,2024-07-11,3,3,11.48,0
704,2024-07-11,3,4,7.4,0
705,2024-07-11,3,5,5.64,0
706,2024-07-11,3,6,11.41,0
707,2024-07-11,3,7,9.89,0
708,2024-07-11,3,8,6.15,0
709,2024-07-11,3,9,8.36,0
710,2024-07-11,3,10,8.6,0
711,2024-07-11,3,11,12.25,1
712,2024-07-11,3,12,5.84,0
713,2024-07-11,3,13,9.41,0
714,2024-07-11,3,14,5.16,0
715,2024-07-13,1,1,17.27,0
716,2024-07-13,1,2,14.59,0
717,2024-07-13,1,3,15.28,0
718,2024-07-13,1,4,9.86,1
719,2024-07-13,1,5,8.55,0
720,2024-07-13,1,6,12.97,0
721,2024-07-13,1,7,8.19,0
722,2024-07-13,1,8,15.92,0
723,2024-07-13,1,9,12.27,0
724,2024-07-13,1,10,12.25,0
725,2024-07-13,1,11,6.18,0
726,2024-07-13,1,12,9.7,0
727,2024-07-13,1,13,10.65,0
728,2024-07-13,1,14,5.0,0
729,2024-07-13,2,1,9.9,0
730,2024-07-13,2,2,7.18,0
731,2024-07-13,2,3,13.2,1
732,2024-07-13,2,4,9.94,0
733,2024-07-13,2,5,9.28,0
